matchid,playername,total_runs,total_balls_faced,total_legal_balls_faced,run_6,run_4,fallofwickets,batsmen_innings,batsmen_battingteam,batsmen_bowlingteam,total_wickets,total_balls_bowled,total_legal_balls_bowled,total_runs_given,maiden_overs,bowlers_innings,bowler_battingteam,bowler_bowlingteam,economy_rate,playing_role,total_runs_points,run_6_points,run_4_points,run_bonus_points,total_bat_points,total_wickets_points,economy_rate_points,maiden_overs_points,wicket_bonus_points,total_bowl_points,total_points
1216513,RA Jadeja,,,,,,,,,,1.0,24.0,24.0,30.0,0.0,1st innings,Kings XI Punjab,Chennai Super Kings,7.5,AllRounder,,,,0,,25.0,0,0.0,0,25.0,25.0
1216513,SM Curran,,,,,,,,,,,18.0,18.0,31.0,0.0,1st innings,Kings XI Punjab,Chennai Super Kings,10.333333333333334,Bowler,,,,0,,,-4,0.0,0,-4.0,-4.0
1216513,SN Thakur,,,,,,,,,,2.0,25.0,24.0,39.0,0.0,1st innings,Kings XI Punjab,Chennai Super Kings,9.75,Bowler,,,,0,,50.0,-2,0.0,0,48.0,48.0
1216513,Sheldon Cottrell,,,,,,,,,,,20.0,18.0,30.0,0.0,2nd innings,Chennai Super Kings,Kings XI Punjab,10.0,Bowler,,,,0,,,-4,0.0,0,-4.0,-4.0
1216514,I Udana,,,,,,,,,,1.0,12.0,12.0,24.0,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,12.0,Bowler,,,,0,,25.0,-6,0.0,0,19.0,19.0
1216514,NA Saini,,,,,,,,,,1.0,6.0,6.0,0.0,1.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,0.0,Bowler,,,,0,,25.0,6,8.0,0,39.0,39.0
1216514,Washington Sundar,,,,,,,,,,,6.0,6.0,7.0,0.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,7.0,AllRounder,,,,0,,,0,0.0,0,0.0,0.0
1216514,YS Chahal,,,,,,,,,,1.0,1.0,1.0,0.0,1.0,1st innings,Rajasthan Royals,Royal Challengers Bangalore,0.0,Bowler,,,,0,,25.0,6,8.0,0,39.0,39.0
1216515,A Mishra,,,,,,,,,,1.0,13.0,12.0,14.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,7.0,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1216515,A Nortje,,,,,,,,,,3.0,24.0,24.0,38.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,9.5,Bowler,,,,0,,75.0,-2,0.0,0,73.0,73.0
1216515,HV Patel,,,,,,,,,,2.0,28.0,26.0,34.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,7.846153846153846,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1216515,K Rabada,,,,,,,,,,1.0,24.0,24.0,51.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,12.75,Bowler,,,,0,,25.0,-6,0.0,0,19.0,19.0
1216515,R Ashwin,,,,,,,,,,,13.0,12.0,26.0,0.0,2nd innings,Kolkata Knight Riders,Delhi Capitals,13.0,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1216515,Varun Chakravarthy,,,,,,,,,,1.0,24.0,24.0,49.0,0.0,1st innings,Delhi Capitals,Kolkata Knight Riders,12.25,Bowler,,,,0,,25.0,-6,0.0,0,19.0,19.0
1216516,DJ Bravo,,,,,,,,,,,26.0,24.0,28.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,7.0,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1216516,DL Chahar,,,,,,,,,,2.0,26.0,24.0,31.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,7.75,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1216516,KK Ahmed,,,,,,,,,,,25.0,23.0,34.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,8.869565217391305,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1216516,P Kumar,,,,,,,,,,1.0,19.0,19.0,20.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,6.315789473684211,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1216516,PP Chawla,,,,,,,,,,1.0,18.0,18.0,20.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,6.666666666666667,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1216516,Rashid Khan,,,,,,,,,,,24.0,24.0,13.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,3.25,Bowler,,,,0,,,6,0.0,0,6.0,6.0
1216516,SN Thakur,,,,,,,,,,1.0,26.0,25.0,32.0,0.0,1st innings,Sunrisers Hyderabad,Chennai Super Kings,7.68,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1216516,T Natarajan,,,,,,,,,,2.0,25.0,24.0,45.0,0.0,2nd innings,Chennai Super Kings,Sunrisers Hyderabad,11.25,Bowler,,,,0,,50.0,-6,0.0,0,44.0,44.0
1216519,A Nortje,,,,,,,,,,2.0,25.0,24.0,24.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,6.0,Bowler,,,,0,,50.0,2,0.0,0,52.0,52.0
1216519,AR Patel,,,,,,,,,,2.0,24.0,24.0,19.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,4.75,Bowler,,,,0,,50.0,4,0.0,0,54.0,54.0
1216519,HV Patel,,,,,,,,,,,26.0,25.0,44.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,10.56,Bowler,,,,0,,,-4,0.0,0,-4.0,-4.0
1216519,K Rabada,,,,,,,,,,4.0,26.0,25.0,24.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,5.76,Bowler,,,,0,,100.0,2,0.0,8,110.0,110.0
1216519,R Ashwin,,,,,,,,,,1.0,25.0,24.0,26.0,0.0,2nd innings,Royal Challengers Bangalore,Delhi Capitals,6.5,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1216527,AS Rajpoot,,,,,,,,,,1.0,26.0,25.0,39.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,9.36,Bowler,,,,0,,25.0,-2,0.0,0,23.0,23.0
1216527,JD Unadkat,,,,,,,,,,,20.0,18.0,30.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,10.0,Bowler,,,,0,,,-4,0.0,0,-4.0,-4.0
1216527,JDS Neesham,,,,,,,,,,1.0,24.0,24.0,40.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,10.0,Bowler,,,,0,,25.0,-4,0.0,0,21.0,21.0
1216527,M Ashwin,,,,,,,,,,1.0,9.0,9.0,16.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,10.666666666666666,Bowler,,,,0,,25.0,-4,0.0,0,21.0,21.0
1216527,Mohammed Shami,,,,,,,,,,3.0,25.0,24.0,53.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,13.25,Bowler,,,,0,,75.0,-6,0.0,0,69.0,69.0
1216527,R Bishnoi,,,,,,,,,,,26.0,24.0,34.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,8.5,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1216527,S Gopal,,,,,,,,,,,25.0,24.0,44.0,0.0,1st innings,Kings XI Punjab,Rajasthan Royals,11.0,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1216527,Sheldon Cottrell,,,,,,,,,,1.0,21.0,18.0,52.0,0.0,2nd innings,Rajasthan Royals,Kings XI Punjab,17.333333333333332,Bowler,,,,0,,25.0,-6,0.0,0,19.0,19.0
1216532,A Mishra,,,,,,,,,,2.0,24.0,24.0,35.0,0.0,1st innings,Sunrisers Hyderabad,Delhi Capitals,8.75,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1216532,I Sharma,,,,,,,,,,,20.0,19.0,26.0,0.0,1st innings,Sunrisers Hyderabad,Delhi Capitals,8.210526315789474,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1216532,KK Ahmed,,,,,,,,,,1.0,25.0,25.0,43.0,0.0,2nd innings,Delhi Capitals,Sunrisers Hyderabad,10.32,Bowler,,,,0,,25.0,-4,0.0,0,21.0,21.0
1216532,P Kumar,,,,,,,,,,2.0,25.0,24.0,26.0,0.0,2nd innings,Delhi Capitals,Sunrisers Hyderabad,6.5,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1216532,Rashid Khan,,,,,,,,,,3.0,24.0,24.0,15.0,0.0,2nd innings,Delhi Capitals,Sunrisers Hyderabad,3.75,Bowler,,,,0,,75.0,6,0.0,0,81.0,81.0
1216532,T Natarajan,,,,,,,,,,1.0,25.0,24.0,29.0,0.0,2nd innings,Delhi Capitals,Sunrisers Hyderabad,7.25,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1216534,DW Steyn,,,,,,,,,,2.0,46.0,22.0,66.0,0.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,18.0,Bowler,,,,0,,50.0,-6,0.0,0,44.0,44.0
1216534,NA Saini,,,,,,,,,,4.0,50.0,24.0,50.0,0.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,12.5,Bowler,,,,0,,100.0,-6,0.0,8,102.0,102.0
1216534,UT Yadav,,,,,,,,,,,52.0,24.0,98.0,0.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,24.5,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1216534,Washington Sundar,,,,,,,,,,,12.0,6.0,14.0,0.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,14.0,AllRounder,,,,0,,,-6,0.0,0,-6.0,-6.0
1216534,YS Chahal,,,,,,,,,,6.0,48.0,24.0,44.0,0.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,11.0,Bowler,,,,0,,150.0,-6,0.0,16,160.0,160.0
1216538,JJ Bumrah,,,,,,,,,,2.0,26.0,24.0,44.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,11.0,Bowler,,,,0,,50.0,-6,0.0,0,44.0,44.0
1216538,James Pattinson,,,,,,,,,,2.0,25.0,24.0,29.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,7.25,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1216538,RD Chahar,,,,,,,,,,,6.0,6.0,16.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,16.0,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1216538,S Kaul,,,,,,,,,,2.0,26.0,25.0,64.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,15.36,Bowler,,,,0,,50.0,-6,0.0,0,44.0,44.0
1216538,T Natarajan,,,,,,,,,,,24.0,24.0,30.0,0.0,1st innings,Mumbai Indians,Sunrisers Hyderabad,7.5,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1216538,TA Boult,,,,,,,,,,2.0,24.0,24.0,28.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,7.0,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1216539,A Mishra,,,,,,,,,,,48.0,24.0,46.0,0.0,2nd innings,Chennai Super Kings,Delhi Capitals,11.5,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1216539,A Nortje,,,,,,,,,,4.0,54.0,25.0,42.0,0.0,2nd innings,Chennai Super Kings,Delhi Capitals,10.08,Bowler,,,,0,,100.0,-4,0.0,8,104.0,104.0
1216539,AR Patel,,,,,,,,,,2.0,48.0,24.0,36.0,0.0,2nd innings,Chennai Super Kings,Delhi Capitals,9.0,Bowler,,,,0,,50.0,-2,0.0,0,48.0,48.0
1216539,Avesh Khan,,,,,,,,,,,50.0,24.0,84.0,0.0,2nd innings,Chennai Super Kings,Delhi Capitals,21.0,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1216539,DL Chahar,,,,,,,,,,,50.0,24.0,76.0,0.0,1st innings,Delhi Capitals,Chennai Super Kings,19.0,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1216539,Josh Hazlewood,,,,,,,,,,,50.0,24.0,64.0,0.0,1st innings,Delhi Capitals,Chennai Super Kings,16.0,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1216539,K Rabada,,,,,,,,,,6.0,48.0,24.0,54.0,0.0,2nd innings,Chennai Super Kings,Delhi Capitals,13.5,Bowler,,,,0,,150.0,-6,0.0,16,160.0,160.0
1216539,PP Chawla,,,,,,,,,,4.0,48.0,24.0,66.0,0.0,1st innings,Delhi Capitals,Chennai Super Kings,16.5,Bowler,,,,0,,100.0,-6,0.0,8,102.0,102.0
1216542,KK Ahmed,,,,,,,,,,2.0,18.0,18.0,24.0,0.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,8.0,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1216542,Rashid Khan,,,,,,,,,,3.0,24.0,24.0,12.0,1.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,3.0,Bowler,,,,0,,75.0,6,8.0,0,89.0,89.0
1216542,Sandeep Sharma,,,,,,,,,,,25.0,24.0,27.0,0.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,6.75,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1216542,T Natarajan,,,,,,,,,,2.0,24.0,23.0,25.0,0.0,2nd innings,Kings XI Punjab,Sunrisers Hyderabad,6.521739130434782,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1216545,AD Russell,,,,,,,,,,1.0,13.0,12.0,18.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,9.0,AllRounder,,,,0,,25.0,-2,0.0,0,23.0,23.0
1216545,KK Ahmed,,,,,,,,,,1.0,18.0,18.0,29.0,0.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,9.666666666666666,Bowler,,,,0,,25.0,-2,0.0,0,23.0,23.0
1216545,Kamlesh Nagarkoti,,,,,,,,,,,13.0,12.0,18.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,9.0,Bowler,,,,0,,,-2,0.0,0,-2.0,-2.0
1216545,Kuldeep Yadav,,,,,,,,,,,12.0,12.0,15.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,7.5,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1216545,P Kumar,,,,,,,,,,,19.0,18.0,29.0,0.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,9.666666666666666,Bowler,,,,0,,,-2,0.0,0,-2.0,-2.0
1216545,PJ Cummins,,,,,,,,,,1.0,24.0,24.0,19.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,4.75,AllRounder,,,,0,,25.0,4,0.0,0,29.0,29.0
1216545,Rashid Khan,,,,,,,,,,1.0,24.0,24.0,25.0,0.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,6.25,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1216545,Shivam Mavi,,,,,,,,,,,13.0,12.0,15.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,7.5,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1216545,T Natarajan,,,,,,,,,,1.0,19.0,18.0,27.0,0.0,2nd innings,Kolkata Knight Riders,Sunrisers Hyderabad,9.0,Bowler,,,,0,,25.0,-2,0.0,0,23.0,23.0
1216545,Varun Chakravarthy,,,,,,,,,,1.0,24.0,24.0,25.0,0.0,1st innings,Sunrisers Hyderabad,Kolkata Knight Riders,6.25,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1216547,A Zampa,,,,,,,,,,1.0,24.0,24.0,53.0,0.0,2nd innings,Mumbai Indians,Royal Challengers Bangalore,13.25,Bowler,,,,0,,25.0,-6,0.0,0,19.0,19.0
1216547,I Udana,,,,,,,,,,2.0,27.0,24.0,45.0,0.0,2nd innings,Mumbai Indians,Royal Challengers Bangalore,11.25,Bowler,,,,0,,50.0,-6,0.0,0,44.0,44.0
1216547,JJ Bumrah,,,,,,,,,,,25.0,24.0,48.0,0.0,1st innings,Royal Challengers Bangalore,Mumbai Indians,12.0,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1216547,James Pattinson,,,,,,,,,,,24.0,24.0,51.0,0.0,1st innings,Royal Challengers Bangalore,Mumbai Indians,12.75,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1216547,KH Pandya,,,,,,,,,,,19.0,18.0,23.0,0.0,1st innings,Royal Challengers Bangalore,Mumbai Indians,7.666666666666667,AllRounder,,,,0,,,0,0.0,0,0.0,0.0
1216547,NA Saini,,,,,,,,,,,26.0,25.0,43.0,0.0,2nd innings,Mumbai Indians,Royal Challengers Bangalore,10.32,Bowler,,,,0,,,-4,0.0,0,-4.0,-4.0
1216547,RD Chahar,,,,,,,,,,1.0,25.0,24.0,31.0,0.0,1st innings,Royal Challengers Bangalore,Mumbai Indians,7.75,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1216547,TA Boult,,,,,,,,,,2.0,24.0,24.0,35.0,0.0,1st innings,Royal Challengers Bangalore,Mumbai Indians,8.75,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1216547,Washington Sundar,,,,,,,,,,1.0,24.0,24.0,12.0,0.0,2nd innings,Mumbai Indians,Royal Challengers Bangalore,3.0,AllRounder,,,,0,,25.0,6,0.0,0,31.0,31.0
1216547,YS Chahal,,,,,,,,,,1.0,24.0,24.0,48.0,0.0,2nd innings,Mumbai Indians,Royal Challengers Bangalore,12.0,Bowler,,,,0,,25.0,-6,0.0,0,19.0,19.0
1254058,RD Chahar,,,,,,,,,,,24.0,24.0,43.0,0.0,2nd innings,Royal Challengers Bangalore,Mumbai Indians,10.75,Bowler,,,,0,,,-4,0.0,0,-4.0,-4.0
1254058,TA Boult,,,,,,,,,,1.0,26.0,24.0,36.0,0.0,2nd innings,Royal Challengers Bangalore,Mumbai Indians,9.0,Bowler,,,,0,,25.0,-2,0.0,0,23.0,23.0
1254058,YS Chahal,,,,,,,,,,,24.0,24.0,41.0,0.0,1st innings,Mumbai Indians,Royal Challengers Bangalore,10.25,Bowler,,,,0,,,-4,0.0,0,-4.0,-4.0
1254059,A Mishra,,,,,,,,,,,18.0,18.0,27.0,0.0,1st innings,Chennai Super Kings,Delhi Capitals,9.0,Bowler,,,,0,,,-2,0.0,0,-2.0,-2.0
1254059,Avesh Khan,,,,,,,,,,2.0,25.0,25.0,23.0,0.0,1st innings,Chennai Super Kings,Delhi Capitals,5.52,Bowler,,,,0,,50.0,2,0.0,0,52.0,52.0
1254059,Chris Woakes,,,,,,,,,,2.0,18.0,18.0,19.0,0.0,1st innings,Chennai Super Kings,Delhi Capitals,6.333333333333333,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254059,DJ Bravo,,,,,,,,,,1.0,25.0,24.0,28.0,0.0,2nd innings,Delhi Capitals,Chennai Super Kings,7.0,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254059,DL Chahar,,,,,,,,,,,24.0,24.0,36.0,0.0,2nd innings,Delhi Capitals,Chennai Super Kings,9.0,Bowler,,,,0,,,-2,0.0,0,-2.0,-2.0
1254059,R Ashwin,,,,,,,,,,1.0,24.0,24.0,48.0,0.0,1st innings,Chennai Super Kings,Delhi Capitals,12.0,Bowler,,,,0,,25.0,-6,0.0,0,19.0,19.0
1254059,SN Thakur,,,,,,,,,,2.0,24.0,22.0,53.0,0.0,2nd innings,Delhi Capitals,Chennai Super Kings,14.454545454545455,Bowler,,,,0,,50.0,-6,0.0,0,44.0,44.0
1254059,TK Curran,,,,,,,,,,1.0,25.0,24.0,40.0,0.0,1st innings,Chennai Super Kings,Delhi Capitals,10.0,AllRounder,,,,0,,25.0,-4,0.0,0,21.0,21.0
1254060,Harbhajan Singh,,,,,,,,,,,6.0,6.0,8.0,0.0,2nd innings,Sunrisers Hyderabad,Kolkata Knight Riders,8.0,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1254060,M Prasidh Krishna,,,,,,,,,,2.0,28.0,25.0,35.0,0.0,2nd innings,Sunrisers Hyderabad,Kolkata Knight Riders,8.4,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254060,P Kumar,,,,,,,,,,1.0,25.0,24.0,45.0,0.0,1st innings,Kolkata Knight Riders,Sunrisers Hyderabad,11.25,Bowler,,,,0,,25.0,-6,0.0,0,19.0,19.0
1254060,PJ Cummins,,,,,,,,,,1.0,24.0,24.0,30.0,0.0,2nd innings,Sunrisers Hyderabad,Kolkata Knight Riders,7.5,AllRounder,,,,0,,25.0,0,0.0,0,25.0,25.0
1254060,Rashid Khan,,,,,,,,,,2.0,25.0,25.0,24.0,0.0,1st innings,Kolkata Knight Riders,Sunrisers Hyderabad,5.76,Bowler,,,,0,,50.0,2,0.0,0,52.0,52.0
1254060,Sandeep Sharma,,,,,,,,,,,18.0,18.0,35.0,0.0,1st innings,Kolkata Knight Riders,Sunrisers Hyderabad,11.666666666666666,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1254060,T Natarajan,,,,,,,,,,1.0,25.0,25.0,37.0,0.0,1st innings,Kolkata Knight Riders,Sunrisers Hyderabad,8.88,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254060,Varun Chakravarthy,,,,,,,,,,,24.0,24.0,38.0,0.0,2nd innings,Sunrisers Hyderabad,Kolkata Knight Riders,9.5,Bowler,,,,0,,,-2,0.0,0,-2.0,-2.0
1254061,Arshdeep Singh,,,,,,,,,,3.0,24.0,24.0,35.0,0.0,2nd innings,Rajasthan Royals,Punjab Kings,8.75,Bowler,,,,0,,75.0,0,0.0,0,75.0,75.0
1254061,Chetan Sakariya,,,,,,,,,,3.0,25.0,24.0,31.0,0.0,1st innings,Punjab Kings,Rajasthan Royals,7.75,Bowler,,,,0,,75.0,0,0.0,0,75.0,75.0
1254061,M Ashwin,,,,,,,,,,,27.0,25.0,45.0,0.0,2nd innings,Rajasthan Royals,Punjab Kings,10.8,Bowler,,,,0,,,-4,0.0,0,-4.0,-4.0
1254061,Mohammed Shami,,,,,,,,,,2.0,26.0,25.0,33.0,0.0,2nd innings,Rajasthan Royals,Punjab Kings,7.92,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254061,Mustafizur Rahman,,,,,,,,,,,28.0,24.0,45.0,0.0,1st innings,Punjab Kings,Rajasthan Royals,11.25,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1254061,Riley Meredith,,,,,,,,,,1.0,24.0,24.0,49.0,0.0,2nd innings,Rajasthan Royals,Punjab Kings,12.25,Bowler,,,,0,,25.0,-6,0.0,0,19.0,19.0
1254061,S Gopal,,,,,,,,,,,18.0,18.0,40.0,0.0,1st innings,Punjab Kings,Rajasthan Royals,13.333333333333334,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1254062,M Prasidh Krishna,,,,,,,,,,1.0,24.0,24.0,46.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,11.5,Bowler,,,,0,,25.0,-6,0.0,0,19.0,19.0
1254062,TA Boult,,,,,,,,,,2.0,24.0,24.0,27.0,0.0,2nd innings,Kolkata Knight Riders,Mumbai Indians,6.75,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254062,Varun Chakravarthy,,,,,,,,,,1.0,25.0,24.0,27.0,0.0,1st innings,Mumbai Indians,Kolkata Knight Riders,6.75,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254063,HV Patel,,,,,,,,,,2.0,26.0,24.0,25.0,0.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,6.25,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254063,M Siraj,,,,,,,,,,2.0,25.0,24.0,29.0,0.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,7.25,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254063,T Natarajan,,,,,,,,,,1.0,25.0,24.0,33.0,0.0,1st innings,Royal Challengers Bangalore,Sunrisers Hyderabad,8.25,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254063,YS Chahal,,,,,,,,,,,25.0,25.0,29.0,0.0,2nd innings,Sunrisers Hyderabad,Royal Challengers Bangalore,6.96,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1254064,Avesh Khan,,,,,,,,,,3.0,24.0,24.0,33.0,0.0,2nd innings,Rajasthan Royals,Delhi Capitals,8.25,Bowler,,,,0,,75.0,0,0.0,0,75.0,75.0
1254064,Chetan Sakariya,,,,,,,,,,,24.0,24.0,33.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,8.25,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1254064,Mustafizur Rahman,,,,,,,,,,2.0,26.0,24.0,29.0,0.0,1st innings,Delhi Capitals,Rajasthan Royals,7.25,Bowler,,,,0,,50.0,0,0.0,0,50.0,50.0
1254065,Arshdeep Singh,,,,,,,,,,1.0,12.0,12.0,7.0,0.0,2nd innings,Chennai Super Kings,Punjab Kings,3.5,Bowler,,,,0,,25.0,6,0.0,0,31.0,31.0
1254065,DJ Bravo,,,,,,,,,,1.0,12.0,12.0,10.0,0.0,1st innings,Punjab Kings,Chennai Super Kings,5.0,Bowler,,,,0,,25.0,4,0.0,0,29.0,29.0
1254065,DL Chahar,,,,,,,,,,4.0,25.0,24.0,13.0,1.0,1st innings,Punjab Kings,Chennai Super Kings,3.25,Bowler,,,,0,,100.0,6,8.0,8,122.0,122.0
1254065,RA Jadeja,,,,,,,,,,,25.0,24.0,19.0,0.0,1st innings,Punjab Kings,Chennai Super Kings,4.75,AllRounder,,,,0,,,4,0.0,0,4.0,4.0
1254065,Riley Meredith,,,,,,,,,,,23.0,23.0,21.0,0.0,2nd innings,Chennai Super Kings,Punjab Kings,5.478260869565218,Bowler,,,,0,,,2,0.0,0,2.0,2.0
1254065,SN Thakur,,,,,,,,,,,25.0,25.0,35.0,0.0,1st innings,Punjab Kings,Chennai Super Kings,8.4,Bowler,,,,0,,,0,0.0,0,0.0,0.0
1254066,Adam Milne,,,,,,,,,,,19.0,18.0,35.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,11.666666666666666,Bowler,,,,0,,,-6,0.0,0,-6.0,-6.0
1254066,JJ Bumrah,,,,,,,,,,1.0,24.0,24.0,14.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,3.5,Bowler,,,,0,,25.0,6,0.0,0,31.0,31.0
1254066,RD Chahar,,,,,,,,,,3.0,25.0,24.0,20.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,5.0,Bowler,,,,0,,75.0,4,0.0,0,79.0,79.0
1254066,TA Boult,,,,,,,,,,3.0,22.0,22.0,28.0,0.0,2nd innings,Sunrisers Hyderabad,Mumbai Indians,7.636363636363637,Bowler,,,,0,,75.0,0,0.0,0,75.0,75.0
1254067,HV Patel,,,,,,,,,,2.0,24.0,24.0,17.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,4.25,Bowler,,,,0,,50.0,4,0.0,0,54.0,54.0
1254067,M Prasidh Krishna,,,,,,,,,,1.0,25.0,24.0,31.0,0.0,1st innings,Royal Challengers Bangalore,Kolkata Knight Riders,7.75,Bowler,,,,0,,25.0,0,0.0,0,25.0,25.0
1254067,M Siraj,,,,,,,,,,,19.0,18.0,17.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,5.666666666666667,Bowler,,,,0,,,2,0.0,0,2.0,2.0
1254067,Washington Sundar,,,,,,,,,,1.0,25.0,25.0,33.0,0.0,2nd innings,Kolkata Knight Riders,Royal Challengers Bangalore,7.92,AllRounder,,,,0,,25.0,0,0.0,0,25.0,25.0
